order_id,product_id,product_name,category,sub_category,region,segment,sales_date,price,competitor_price,discount_percentage,units_sold,revenue,profit,market_average_value,avg_market_sales,avg_market_quantity,pct_change_quantity,pct_change_price,elasticity
US-2017-162068,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,Office Supplies,0,West,Corporate,2017-12-28,0.594,0.6237,70.0,2,1.188,-0.99,0.0,0.0,0.0,0.0,0.0,0.0
CA-2016-159023,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,Office Supplies,0,West,Consumer,2016-11-03,0.5940000000000001,0.6237000000000001,70.0,7,4.158,-3.465,0.0,0.0,0.0,2.5,2.220446049250313e-16,1.125899906842624e+16
CA-2017-158120,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,Office Supplies,0,West,Corporate,2017-11-17,0.5940000000000001,0.6237000000000001,70.0,7,4.158,-3.465,0.0,0.0,0.0,0.0,0.0,0.0
CA-2017-125878,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,0,Central,Consumer,2017-02-25,0.596,0.6258,80.0,3,1.788,-3.0396,0.0,0.0,0.0,-0.5714285714285714,0.0033670033670032407,-169.71428571429206
CA-2014-120775,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,0,Central,Consumer,2014-10-03,0.596,0.6258,80.0,3,1.788,-3.0396,0.0,0.0,0.0,0.0,0.0,0.0
US-2016-110156,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,0,Central,Consumer,2016-11-19,0.596,0.6258,80.0,2,1.192,-2.0264,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0
CA-2016-158568,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,0,Central,Home Office,2016-08-29,0.596,0.6258,80.0,3,1.788,-3.0396,0.0,0.0,0.0,0.5,0.0,0.0
CA-2017-106691,OFF-BI-10000145,Zipper Ring Binder Pockets,Office Supplies,0,Central,Consumer,2017-11-06,0.624,0.6552,80.0,2,1.248,-1.9344,0.0,0.0,0.0,-0.33333333333333337,0.046979865771812124,-7.09523809523809
CA-2016-114727,OFF-BI-10004967,Round Ring Binders,Office Supplies,0,West,Corporate,2016-07-18,0.624,0.6552,70.0,3,1.872,-1.4352,0.0,0.0,0.0,0.5,0.0,0.0
CA-2016-134348,OFF-BI-10004967,Round Ring Binders,Office Supplies,0,West,Consumer,2016-11-12,0.624,0.6552,70.0,7,4.368,-3.3488,0.0,0.0,0.0,1.3333333333333335,0.0,0.0
CA-2016-159373,OFF-BI-10004141,Insertable Tab Indexes For Data Binders,Office Supplies,0,Central,Consumer,2016-03-13,0.636,0.6678000000000001,80.0,2,1.272,-2.1624,0.0,0.0,0.0,-0.7142857142857143,0.019230769230769162,-37.142857142857274
CA-2016-150007,OFF-BI-10004141,Insertable Tab Indexes For Data Binders,Office Supplies,0,Central,Consumer,2016-09-11,0.636,0.6678000000000001,80.0,3,1.908,-3.2436,0.0,0.0,0.0,0.5,0.0,0.0
CA-2015-122287,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,Office Supplies,0,West,Home Office,2015-06-18,0.6479999999999999,0.6803999999999999,70.0,7,4.536,-3.3264,0.0,0.0,0.0,1.3333333333333335,0.01886792452830166,70.66666666666752
US-2014-159926,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,Office Supplies,0,East,Consumer,2014-11-18,0.648,0.6804,70.0,3,1.944,-1.4256,0.0,0.0,0.0,-0.5714285714285714,2.220446049250313e-16,-2573485501354569.0
CA-2017-165099,OFF-AP-10001634,Hoover Commercial Lightweight Upright Vacuum,Office Supplies,0,Central,Consumer,2017-12-11,0.696,0.7308,80.0,2,1.392,-3.7584,0.0,0.0,0.0,-0.33333333333333337,0.07407407407407396,-4.500000000000007
CA-2017-121160,OFF-BI-10003094,Self-Adhesive Ring Binder Labels,Office Supplies,0,Central,Home Office,2017-11-04,0.704,0.7392,80.0,2,1.408,-2.3232,0.0,0.0,0.0,0.0,0.011494252873563315,0.0
US-2015-163685,OFF-BI-10001890,Avery Poly Binder Pockets,Office Supplies,0,Central,Corporate,2015-06-01,0.716,0.7518,80.0,8,5.728,-9.1648,0.0,0.0,0.0,3.0,0.017045454545454586,175.99999999999957
CA-2017-103478,OFF-BI-10001890,Avery Poly Binder Pockets,Office Supplies,0,Central,Corporate,2017-07-21,0.716,0.7518,80.0,4,2.864,-4.5824,0.0,0.0,0.0,-0.5,0.0,0.0
CA-2014-148425,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,0,South,Corporate,2014-11-30,0.738,0.7749,70.0,9,6.642,-4.428,0.0,0.0,0.0,1.25,0.030726256983240274,40.681818181818116
CA-2016-113600,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,0,East,Consumer,2016-12-15,0.738,0.7749,70.0,3,2.214,-1.476,0.0,0.0,0.0,-0.6666666666666667,0.0,0.0
US-2016-131891,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,0,South,Consumer,2016-07-29,0.738,0.7749,70.0,3,2.214,-1.476,0.0,0.0,0.0,0.0,0.0,0.0
CA-2015-148873,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,Office Supplies,0,Central,Consumer,2015-10-01,0.748,0.7854,80.0,4,2.992,-4.488,0.0,0.0,0.0,0.33333333333333326,0.013550135501354976,24.600000000000062
US-2016-132577,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,Office Supplies,0,Central,Consumer,2016-11-22,0.7480000000000001,0.7854000000000001,80.0,6,4.488,-6.732,0.0,0.0,0.0,0.5,2.220446049250313e-16,2251799813685248.0
CA-2016-120824,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Office Supplies,0,Central,Home Office,2016-06-12,0.762,0.8001,80.0,2,1.524,-2.667,0.0,0.0,0.0,-0.6666666666666667,0.018716577540106805,-35.619047619047905
CA-2014-104738,OFF-BI-10002160,Acco Hanging Data Binders,Office Supplies,0,Central,Corporate,2014-12-30,0.762,0.8001,80.0,3,2.286,-3.6576,0.0,0.0,0.0,0.5,0.0,0.0
CA-2016-110898,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,0,Central,Consumer,2016-03-06,0.778,0.8169000000000001,80.0,3,2.334,-6.3018,0.0,0.0,0.0,0.0,0.0209973753280841,0.0
US-2017-160836,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,0,Central,Consumer,2017-09-11,0.778,0.8169000000000001,80.0,2,1.556,-4.2012,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0
CA-2014-163748,OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,0,Central,Consumer,2014-10-14,0.79,0.8295000000000001,80.0,4,3.16,-8.532,0.0,0.0,0.0,1.0,0.015424164524421524,64.83333333333363
CA-2015-164007,TEC-AC-10003433,Maxell 4.7GB DVD+R 5/Pack,Technology,0,Central,Consumer,2015-06-08,0.7919999999999999,0.8316,20.0,3,2.376,0.7425,0.0,0.0,0.0,-0.25,0.0025316455696200446,-98.75000000000813
CA-2017-108322,TEC-AC-10003433,Maxell 4.7GB DVD+R 5/Pack,Technology,0,South,Corporate,2017-04-30,0.7919999999999999,0.8316,20.0,3,2.376,0.7425,0.0,0.0,0.0,0.0,0.0,0.0
US-2016-105578,OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,Office Supplies,0,West,Corporate,2016-05-30,0.7919999999999999,0.8316,70.0,3,2.376,-1.9008,0.0,0.0,0.0,0.0,0.0,0.0
CA-2014-120544,TEC-AC-10003709,Maxell 4.7GB DVD-R 5/Pack,Technology,0,Central,Corporate,2014-11-23,0.7919999999999999,0.8316,20.0,7,5.544,1.6632,0.0,0.0,0.0,1.3333333333333335,0.0,0.0
CA-2017-128363,TEC-AC-10003709,Maxell 4.7GB DVD-R 5/Pack,Technology,0,South,Consumer,2017-08-13,0.792,0.8316000000000001,20.0,2,1.584,0.4752,0.0,0.0,0.0,-0.7142857142857143,2.220446049250313e-16,-3216856876693211.5
CA-2017-130141,OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,Office Supplies,0,West,Consumer,2017-10-22,0.792,0.8316000000000001,70.0,4,3.168,-2.5344,0.0,0.0,0.0,1.0,0.0,0.0
US-2016-128195,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,Office Supplies,0,Central,Consumer,2016-08-04,0.796,0.8358000000000001,80.0,5,3.98,-6.567,0.0,0.0,0.0,0.25,0.005050505050504972,49.50000000000077
US-2017-150595,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,0,Central,Consumer,2017-05-22,0.796,0.8358000000000001,80.0,2,1.592,-2.6268,0.0,0.0,0.0,-0.6,0.0,0.0
US-2017-155299,OFF-AP-10002203,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Office Supplies,0,Central,Corporate,2017-06-08,0.812,0.8526000000000001,80.0,2,1.624,-4.466,0.0,0.0,0.0,0.0,0.0201005025125629,0.0
US-2014-112564,OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,Office Supplies,0,East,Corporate,2014-04-23,0.834,0.8757,70.0,3,2.502,-1.7514,0.0,0.0,0.0,0.5,0.027093596059113212,18.454545454545514
CA-2014-126277,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,0,East,Consumer,2014-09-13,0.834,0.8757,70.0,3,2.502,-2.0016,0.0,0.0,0.0,0.0,0.0,0.0
CA-2015-142237,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,0,East,Consumer,2015-07-11,0.834,0.8757,70.0,3,2.502,-2.0016,0.0,0.0,0.0,0.0,0.0,0.0
CA-2016-116232,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,0,South,Consumer,2016-09-22,0.8340000000000001,0.8757000000000001,70.0,9,7.506,-6.0048,0.0,0.0,0.0,2.0,2.220446049250313e-16,9007199254740992.0
CA-2016-168361,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,Office Supplies,0,Central,Corporate,2016-06-21,0.836,0.8778,80.0,1,0.836,-1.3376,0.0,0.0,0.0,-0.8888888888888888,0.0023980815347719453,-370.6666666667033
US-2015-118983,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,0,Central,Home Office,2015-11-22,0.848,0.8904,80.0,3,2.544,-3.816,0.0,0.0,0.0,2.0,0.014354066985645897,139.33333333333368
CA-2014-166863,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,0,Central,Consumer,2014-06-20,0.848,0.8904,80.0,4,3.392,-5.088,0.0,0.0,0.0,0.33333333333333326,0.0,0.0
US-2017-132206,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,0,Central,Corporate,2017-06-16,0.848,0.8904,80.0,7,5.936,-8.904,0.0,0.0,0.0,0.75,0.0,0.0
CA-2015-107083,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,0,Central,Corporate,2015-11-21,0.848,0.8904,80.0,2,1.696,-2.544,0.0,0.0,0.0,-0.7142857142857143,0.0,0.0
CA-2017-128426,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,0,Central,Consumer,2017-10-07,0.8480000000000001,0.8904000000000001,80.0,5,4.24,-6.36,0.0,0.0,0.0,1.5,2.220446049250313e-16,6755399441055744.0
CA-2014-112403,OFF-BI-10003529,Avery Round Ring Poly Binders,Office Supplies,0,East,Consumer,2014-03-31,0.852,0.8946000000000001,70.0,1,0.852,-0.5964,0.0,0.0,0.0,-0.8,0.004716981132075304,-169.60000000000605
CA-2015-109001,OFF-BI-10003529,Avery Round Ring Poly Binders,Office Supplies,0,East,Corporate,2015-03-05,0.852,0.8946000000000001,70.0,3,2.556,-1.7892,0.0,0.0,0.0,2.0,0.0,0.0
CA-2015-141327,OFF-BI-10000546,Avery Durable Binders,Office Supplies,0,South,Consumer,2015-11-30,0.864,0.9072,70.0,7,6.048,-4.2336,0.0,0.0,0.0,1.3333333333333335,0.014084507042253502,94.6666666666668
CA-2014-160773,OFF-BI-10000546,Avery Durable Binders,Office Supplies,0,South,Corporate,2014-07-01,0.864,0.9072,70.0,6,5.184,-3.6288,0.0,0.0,0.0,-0.1428571428571429,0.0,0.0
US-2014-152723,OFF-BI-10003460,Acco 3-Hole Punch,Office Supplies,0,Central,Corporate,2014-09-26,0.876,0.9198000000000001,80.0,1,0.876,-1.4016,0.0,0.0,0.0,-0.8333333333333334,0.01388888888888884,-60.00000000000021
CA-2015-100734,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,0,East,Corporate,2015-09-15,0.894,0.9387000000000001,70.0,4,3.576,-2.8608,0.0,0.0,0.0,3.0,0.020547945205479534,145.9999999999994
US-2017-119438,OFF-AP-10000804,Hoover Portapower Portable Vacuum,Office Supplies,0,Central,Consumer,2017-03-18,0.896,0.9408000000000001,80.0,3,2.688,-7.392,0.0,0.0,0.0,-0.25,0.0022371364653244186,-111.74999999999831
CA-2016-154018,OFF-BI-10004140,Avery Non-Stick Binders,Office Supplies,0,Central,Consumer,2016-10-13,0.8979999999999999,0.9429,80.0,7,6.286,-11.0005,0.0,0.0,0.0,1.3333333333333335,0.0022321428571427937,597.3333333333504
CA-2015-156608,OFF-BI-10004140,Avery Non-Stick Binders,Office Supplies,0,Central,Home Office,2015-10-24,0.898,0.9429000000000001,80.0,4,3.592,-6.286,0.0,0.0,0.0,-0.4285714285714286,2.220446049250313e-16,-1930114126015927.0
US-2017-145863,OFF-BI-10004140,Avery Non-Stick Binders,Office Supplies,0,Central,Consumer,2017-04-21,0.898,0.9429000000000001,80.0,3,2.694,-4.7145,0.0,0.0,0.0,-0.25,0.0,0.0
CA-2014-103492,OFF-BI-10004140,Avery Non-Stick Binders,Office Supplies,0,Central,Corporate,2014-10-10,0.898,0.9429000000000001,80.0,1,0.898,-1.5715,0.0,0.0,0.0,-0.6666666666666667,0.0,0.0
CA-2015-146563,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",Office Supplies,0,Central,Consumer,2015-08-24,0.908,0.9534,80.0,3,2.724,-4.2222,0.0,0.0,0.0,2.0,0.011135857461024523,179.5999999999996
CA-2017-158953,OFF-BI-10002557,Presstex Flexible Ring Binders,Office Supplies,0,Central,Corporate,2017-06-04,0.91,0.9555000000000001,80.0,7,6.37,-9.555,0.0,0.0,0.0,1.3333333333333335,0.0022026431718060735,605.3333333333592
CA-2017-164042,OFF-FA-10000840,OIC Thumb-Tacks,Office Supplies,0,Central,Consumer,2017-05-23,0.912,0.9576000000000001,20.0,2,1.824,0.6156,0.0,0.0,0.0,-0.7142857142857143,0.00219780219780219,-325.00000000000114
CA-2014-111899,OFF-FA-10000840,OIC Thumb-Tacks,Office Supplies,0,Central,Consumer,2014-05-04,0.912,0.9576000000000001,20.0,6,5.472,1.8468,0.0,0.0,0.0,2.0,0.0,0.0
CA-2015-156377,OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,0,Central,Consumer,2015-12-31,0.914,0.9597000000000001,80.0,4,3.656,-5.8496,0.0,0.0,0.0,-0.33333333333333337,0.002192982456140413,-151.9999999999957
CA-2016-139689,OFF-BI-10000145,Zipper Ring Binder Pockets,Office Supplies,0,South,Corporate,2016-12-29,0.9359999999999999,0.9828,70.0,3,2.808,-1.9656,0.0,0.0,0.0,-0.25,0.024070021881837933,-10.386363636363697
US-2017-168690,OFF-BI-10000145,Zipper Ring Binder Pockets,Office Supplies,0,South,Consumer,2017-01-07,0.9359999999999999,0.9828,70.0,3,2.808,-1.9656,0.0,0.0,0.0,0.0,0.0,0.0
CA-2015-126970,OFF-BI-10000138,Acco Translucent Poly Ring Binders,Office Supplies,0,Central,Consumer,2015-09-20,0.9359999999999999,0.9828,80.0,3,2.808,-4.4928,0.0,0.0,0.0,0.0,0.0,0.0
US-2016-158309,OFF-BI-10000145,Zipper Ring Binder Pockets,Office Supplies,0,South,Home Office,2016-11-26,0.936,0.9828000000000001,70.0,4,3.744,-2.6208,0.0,0.0,0.0,0.33333333333333326,2.220446049250313e-16,1501199875790165.0
US-2014-150119,OFF-BI-10000145,Zipper Ring Binder Pockets,Office Supplies,0,East,Home Office,2014-04-23,0.936,0.9828000000000001,70.0,8,7.488,-5.2416,0.0,0.0,0.0,1.0,0.0,0.0
CA-2015-162761,OFF-BI-10000145,Zipper Ring Binder Pockets,Office Supplies,0,South,Consumer,2015-10-09,0.936,0.9828000000000001,70.0,2,1.872,-1.3104,0.0,0.0,0.0,-0.75,0.0,0.0
CA-2017-169817,OFF-BI-10004141,Insertable Tab Indexes For Data Binders,Office Supplies,0,East,Consumer,2017-09-21,0.954,1.0017,70.0,2,1.908,-1.5264,0.0,0.0,0.0,0.0,0.019230769230769162,0.0
CA-2014-107398,OFF-BI-10004141,Insertable Tab Indexes For Data Binders,Office Supplies,0,East,Corporate,2014-08-25,0.9540000000000001,1.0017,70.0,3,2.862,-2.2896,0.0,0.0,0.0,0.5,2.220446049250313e-16,2251799813685248.0
CA-2014-163468,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,0,Central,Consumer,2014-11-18,0.964,1.0122,80.0,3,2.892,-4.9164,0.0,0.0,0.0,0.0,0.010482180293500898,0.0
CA-2015-126557,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,Office Supplies,0,Central,Consumer,2015-07-12,0.964,1.0122,80.0,2,1.928,-2.9884,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0
CA-2016-163202,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,0,East,Corporate,2016-09-27,0.969,1.01745,70.0,3,2.907,-2.0349,0.0,0.0,0.0,0.5,0.005186721991701226,96.40000000000035
CA-2015-149636,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,0,West,Corporate,2015-01-06,0.969,1.01745,70.0,2,1.938,-1.3566,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0
CA-2017-145233,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,0,West,Consumer,2017-12-01,0.9690000000000001,1.0174500000000002,70.0,7,6.783,-4.7481,0.0,0.0,0.0,2.5,2.220446049250313e-16,1.125899906842624e+16
CA-2015-137064,OFF-BI-10002049,UniKeep View Case Binders,Office Supplies,0,Central,Consumer,2015-02-06,0.9780000000000001,1.0269000000000001,80.0,3,2.934,-4.9878,0.0,0.0,0.0,-0.5714285714285714,0.009287925696594534,-61.52380952380881
US-2017-145863,OFF-BI-10002049,UniKeep View Case Binders,Office Supplies,0,Central,Consumer,2017-04-21,0.9780000000000001,1.0269000000000001,80.0,3,2.934,-4.9878,0.0,0.0,0.0,0.0,0.0,0.0
CA-2017-112536,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,0,Central,Corporate,2017-05-18,0.982,1.0311000000000001,80.0,7,6.874,-10.6547,0.0,0.0,0.0,1.3333333333333335,0.004089979550102152,326.00000000000784
CA-2016-108644,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,0,Central,Consumer,2016-09-30,0.982,1.0311000000000001,80.0,2,1.964,-3.2406,0.0,0.0,0.0,-0.7142857142857143,0.0,0.0
CA-2016-114209,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,0,Central,Corporate,2016-05-21,0.982,1.0311000000000001,80.0,2,1.964,-3.2406,0.0,0.0,0.0,0.0,0.0,0.0
CA-2017-151750,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,0,Central,Consumer,2017-01-01,0.982,1.0311000000000001,80.0,14,13.748,-22.6842,0.0,0.0,0.0,6.0,0.0,0.0
US-2014-151015,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,0,Central,Consumer,2014-10-14,0.9820000000000001,1.0311000000000001,80.0,3,2.946,-4.8609,0.0,0.0,0.0,-0.7857142857142857,2.220446049250313e-16,-3538542564362532.5
CA-2016-130400,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,0,Central,Home Office,2016-03-08,0.984,1.0332000000000001,80.0,9,8.856,-14.1696,0.0,0.0,0.0,2.0,0.0020366598778003286,982.000000000038
CA-2017-126536,TEC-AC-10003709,Maxell 4.7GB DVD-R 5/Pack,Technology,0,West,Home Office,2017-10-12,0.99,1.0395,0.0,1,0.99,0.4356,0.0,0.0,0.0,-0.8888888888888888,0.0060975609756097615,-145.77777777777763
CA-2014-166590,TEC-AC-10003433,Maxell 4.7GB DVD+R 5/Pack,Technology,0,Central,Corporate,2014-10-29,0.99,1.0395,0.0,2,1.98,0.891,0.0,0.0,0.0,1.0,0.0,0.0
US-2016-117793,TEC-AC-10003433,Maxell 4.7GB DVD+R 5/Pack,Technology,0,Central,Home Office,2016-08-23,0.99,1.0395,0.0,2,1.98,0.891,0.0,0.0,0.0,0.0,0.0,0.0
CA-2015-155145,TEC-AC-10003709,Maxell 4.7GB DVD-R 5/Pack,Technology,0,West,Corporate,2015-12-27,0.99,1.0395,0.0,8,7.92,3.4848,0.0,0.0,0.0,3.0,0.0,0.0
CA-2017-120404,TEC-AC-10003433,Maxell 4.7GB DVD+R 5/Pack,Technology,0,East,Corporate,2017-11-20,0.9900000000000001,1.0395,0.0,3,2.97,1.3365,0.0,0.0,0.0,-0.625,2.220446049250313e-16,-2814749767106560.0
CA-2014-115980,TEC-AC-10003709,Maxell 4.7GB DVD-R 5/Pack,Technology,0,Central,Corporate,2014-07-15,0.9900000000000001,1.0395,0.0,3,2.97,1.3068,0.0,0.0,0.0,0.0,0.0,0.0
